#this is the charge file
UserAction|20160919011804|19042
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|1|08|20160918183225|MDSP2000359181|1300000083|1
13400000001|1|08|20160918113656|MDSP2000359181|1300000083|1
13400000001|1|08|20160918103820|MDSP2000359181|1300000083|1
13400000001|1|08|20160918113656|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000001|2|08|20161001000000|MDSP2000359181|1300000083|1
13400000003|2|08|20161001000000|MDSP2000359181|1300000083|1
END
